Timestamp,Temperature(°C),Humidity(%),SoundLevel(dB),MachineHealth
2024-11-01 00:00:00,24.28,51.48,15.24,Warning
2024-11-01 00:01:00,27.82,57.23,11.43,Good
2024-11-01 00:02:00,26.21,33.62,16.11,Warning
2024-11-01 00:03:00,29.05,47.79,14.03,Good
2024-11-01 00:04:00,26.79,37.61,19.09,Critical
2024-11-01 00:05:00,25.66,60.0,13.98,Good
2024-11-01 00:06:00,26.66,60.0,12.64,Good
2024-11-01 00:07:00,21.0,49.58,16.57,Warning
2024-11-01 00:08:00,24.64,53.65,19.63,Warning
2024-11-01 00:09:00,19.77,35.24,14.25,Good
2024-11-01 00:10:00,24.49,44.95,12.33,Good
2024-11-01 00:11:00,27.44,60.0,15.07,Warning
2024-11-01 00:12:00,25.2,48.88,20.0,Warning
2024-11-01 00:13:00,32.8,42.93,13.81,Warning
2024-11-01 00:14:00,25.19,57.44,16.71,Warning
2024-11-01 00:15:00,23.29,51.89,18.09,Warning
2024-11-01 00:16:00,25.0,41.22,16.41,Warning
2024-11-01 00:17:00,20.42,48.82,12.66,Good
2024-11-01 00:18:00,24.99,39.09,14.37,Good
2024-11-01 00:19:00,24.74,33.68,10.82,Good
2024-11-01 00:20:00,26.51,29.95,16.44,Critical
2024-11-01 00:21:00,20.58,47.01,14.7,Good
2024-11-01 00:22:00,29.2,56.91,15.48,Critical
2024-11-01 00:23:00,31.66,60.0,16.17,Warning
2024-11-01 00:24:00,27.91,43.93,11.18,Good
2024-11-01 00:25:00,24.89,46.26,11.63,Good
2024-11-01 00:26:00,27.72,37.72,13.27,Good
2024-11-01 00:27:00,31.31,49.52,20.0,Warning
2024-11-01 00:28:00,25.24,49.68,17.04,Warning
2024-11-01 00:29:00,26.82,41.93,11.29,Good
2024-11-01 00:30:00,23.59,43.14,10.93,Good
2024-11-01 00:31:00,23.68,52.04,9.38,Good
2024-11-01 00:32:00,29.83,52.84,15.44,Warning
2024-11-01 00:33:00,25.11,57.14,17.88,Warning
2024-11-01 00:34:00,21.89,51.8,12.63,Good
2024-11-01 00:35:00,25.63,40.35,13.74,Good
2024-11-01 00:36:00,25.7,48.56,16.9,Warning
2024-11-01 00:37:00,26.79,51.06,13.24,Good
2024-11-01 00:38:00,27.08,42.82,10.99,Good
2024-11-01 00:39:00,27.17,44.14,15.2,Critical
2024-11-01 00:40:00,25.83,46.83,14.26,Good
2024-11-01 00:41:00,21.94,48.25,16.42,Warning
2024-11-01 00:42:00,27.27,44.12,14.52,Good
2024-11-01 00:43:00,25.73,38.01,14.96,Good
2024-11-01 00:44:00,25.01,25.82,19.57,Warning
2024-11-01 00:45:00,26.16,55.86,14.25,Good
2024-11-01 00:46:00,27.38,53.62,17.98,Critical
2024-11-01 00:47:00,22.41,56.37,14.34,Good
2024-11-01 00:48:00,29.35,42.93,17.1,Critical
2024-11-01 00:49:00,28.19,52.31,19.32,Critical
2024-11-01 00:50:00,25.48,47.76,15.83,Warning
2024-11-01 00:51:00,23.5,60.0,9.56,Good
2024-11-01 00:52:00,22.7,60.0,20.0,Critical
2024-11-01 00:53:00,25.42,59.13,10.07,Good
2024-11-01 00:54:00,21.04,33.19,15.7,Warning
2024-11-01 00:55:00,22.14,55.24,15.21,Critical
2024-11-01 00:56:00,25.42,43.05,14.38,Good
2024-11-01 00:57:00,22.96,47.81,15.45,Critical
2024-11-01 00:58:00,25.4,48.19,16.03,Warning
2024-11-01 00:59:00,22.05,51.02,10.0,Good
2024-11-01 01:00:00,27.33,48.79,16.88,Warning
2024-11-01 01:01:00,22.5,39.91,14.46,Good
2024-11-01 01:02:00,33.03,43.69,14.68,Warning
2024-11-01 01:03:00,25.28,55.22,12.44,Good
2024-11-01 01:04:00,24.68,52.45,10.27,Good
2024-11-01 01:05:00,23.11,60.0,14.05,Good
2024-11-01 01:06:00,22.65,60.0,12.56,Good
2024-11-01 01:07:00,28.85,39.32,10.1,Good
2024-11-01 01:08:00,25.34,41.0,17.02,Critical
2024-11-01 01:09:00,27.41,34.76,12.07,Good
2024-11-01 01:10:00,19.55,22.54,10.31,Good
2024-11-01 01:11:00,21.22,49.15,12.05,Good
2024-11-01 01:12:00,22.79,38.2,18.64,Warning
2024-11-01 01:13:00,32.86,55.42,14.1,Critical
2024-11-01 01:14:00,27.11,52.7,11.55,Good
2024-11-01 01:15:00,23.55,40.55,16.33,Warning
2024-11-01 01:16:00,24.52,60.0,19.32,Warning
2024-11-01 01:17:00,23.56,39.61,19.59,Warning
2024-11-01 01:18:00,27.13,21.55,12.89,Good
2024-11-01 01:19:00,29.03,58.4,13.15,Good
2024-11-01 01:20:00,26.75,50.05,16.57,Warning
2024-11-01 01:21:00,23.49,57.71,13.13,Good
2024-11-01 01:22:00,22.97,38.11,10.88,Good
2024-11-01 01:23:00,24.46,37.79,15.96,Warning
2024-11-01 01:24:00,23.86,36.61,11.58,Good
2024-11-01 01:25:00,28.97,58.56,15.87,Critical
2024-11-01 01:26:00,29.57,51.5,17.1,Critical
2024-11-01 01:27:00,26.49,60.0,17.69,Critical
2024-11-01 01:28:00,27.6,53.57,14.38,Good
2024-11-01 01:29:00,22.12,58.87,8.54,Good
2024-11-01 01:30:00,18.86,54.18,9.83,Good
2024-11-01 01:31:00,25.79,60.0,15.44,Warning
2024-11-01 01:32:00,28.23,60.0,9.99,Good
2024-11-01 01:33:00,23.9,56.23,17.62,Warning
2024-11-01 01:34:00,22.79,58.18,12.82,Good
2024-11-01 01:35:00,24.52,55.91,18.7,Critical
2024-11-01 01:36:00,25.07,60.0,15.03,Warning
2024-11-01 01:37:00,32.05,51.39,17.4,Critical
2024-11-01 01:38:00,21.77,31.15,19.66,Warning
2024-11-01 01:39:00,19.57,42.37,14.63,Good
2024-11-01 01:40:00,23.75,60.0,16.5,Warning
2024-11-01 01:41:00,28.51,60.0,9.17,Good
2024-11-01 01:42:00,25.98,49.32,14.17,Good
2024-11-01 01:43:00,32.94,48.24,11.97,Critical
2024-11-01 01:44:00,26.93,53.54,10.63,Good
2024-11-01 01:45:00,23.69,44.08,14.2,Good
2024-11-01 01:46:00,24.08,60.0,18.76,Critical
2024-11-01 01:47:00,24.58,60.0,11.21,Good
2024-11-01 01:48:00,23.46,56.74,15.0,Good
2024-11-01 01:49:00,25.01,46.59,15.77,Warning
2024-11-01 01:50:00,26.7,32.15,13.44,Good
2024-11-01 01:51:00,21.34,38.33,18.58,Warning
2024-11-01 01:52:00,22.8,60.0,15.14,Critical
2024-11-01 01:53:00,24.05,43.48,12.65,Good
2024-11-01 01:54:00,27.94,41.89,14.16,Good
2024-11-01 01:55:00,25.33,41.89,18.95,Warning
2024-11-01 01:56:00,22.68,50.84,13.71,Good
2024-11-01 01:57:00,15.68,53.57,9.99,Good
2024-11-01 01:58:00,30.03,52.74,16.81,Warning
2024-11-01 01:59:00,25.78,48.17,13.23,Good
2024-11-01 02:00:00,21.39,60.0,17.15,Warning
2024-11-01 02:01:00,26.9,59.47,17.65,Warning
2024-11-01 02:02:00,23.26,25.21,13.05,Good
2024-11-01 02:03:00,27.11,43.92,16.41,Warning
2024-11-01 02:04:00,29.06,39.17,13.61,Good
