Timestamp,Temperature(°C),Humidity(%),SoundLevel(dB),MachineHealth
2024-01-01 00:00:00,25.59,60.0,13.55,Good
2024-01-01 00:01:00,22.7,39.04,13.36,Good
2024-01-01 00:02:00,28.24,58.67,14.72,Good
2024-01-01 00:03:00,22.89,60.0,11.16,Good
2024-01-01 00:04:00,28.43,36.07,11.26,Good
2024-01-01 00:05:00,23.83,38.72,11.07,Good
2024-01-01 00:06:00,22.98,52.05,13.57,Good
2024-01-01 00:07:00,31.23,43.61,13.72,Warning
2024-01-01 00:08:00,30.97,45.81,16.28,Warning
2024-01-01 00:09:00,25.62,50.81,17.14,Warning
2024-01-01 00:10:00,25.94,49.02,11.72,Good
2024-01-01 00:11:00,21.51,46.98,16.31,Warning
2024-01-01 00:12:00,28.12,47.1,20.0,Warning
2024-01-01 00:13:00,27.03,46.92,13.8,Good
2024-01-01 00:14:00,25.01,53.45,10.2,Good
2024-01-01 00:15:00,28.34,33.3,15.0,Good
2024-01-01 00:16:00,16.55,50.73,13.34,Good
2024-01-01 00:17:00,26.35,55.37,17.5,Warning
2024-01-01 00:18:00,20.11,54.09,18.11,Critical
2024-01-01 00:19:00,23.1,50.63,16.43,Warning
2024-01-01 00:20:00,20.1,51.21,18.76,Warning
2024-01-01 00:21:00,26.87,56.04,16.65,Warning
2024-01-01 00:22:00,25.39,50.7,13.03,Good
2024-01-01 00:23:00,27.69,43.81,19.76,Warning
2024-01-01 00:24:00,18.91,54.12,18.99,Warning
2024-01-01 00:25:00,25.54,35.35,19.24,Warning
2024-01-01 00:26:00,27.79,50.97,18.96,Warning
2024-01-01 00:27:00,24.81,54.82,14.6,Good
2024-01-01 00:28:00,21.6,56.19,17.15,Warning
2024-01-01 00:29:00,26.38,38.12,14.7,Good
2024-01-01 00:30:00,24.17,37.66,18.58,Critical
2024-01-01 00:31:00,25.3,50.6,17.24,Critical
2024-01-01 00:32:00,24.33,48.29,15.49,Critical
2024-01-01 00:33:00,21.61,27.51,15.02,Warning
2024-01-01 00:34:00,22.89,32.72,11.76,Good
2024-01-01 00:35:00,25.98,52.55,17.28,Warning
2024-01-01 00:36:00,25.67,56.1,16.51,Critical
2024-01-01 00:37:00,22.18,45.29,19.45,Critical
2024-01-01 00:38:00,26.87,60.0,20.0,Warning
2024-01-01 00:39:00,21.91,41.9,14.11,Good
2024-01-01 00:40:00,27.87,51.06,13.59,Good
2024-01-01 00:41:00,24.58,54.9,15.36,Critical
2024-01-01 00:42:00,23.32,51.41,20.0,Warning
2024-01-01 00:43:00,25.5,59.0,15.07,Critical
2024-01-01 00:44:00,24.85,53.81,11.79,Good
2024-01-01 00:45:00,23.18,49.43,13.54,Good
2024-01-01 00:46:00,23.03,24.91,15.67,Critical
2024-01-01 00:47:00,25.68,47.33,13.29,Good
2024-01-01 00:48:00,22.67,44.16,15.38,Critical
2024-01-01 00:49:00,24.71,55.3,17.46,Warning
2024-01-01 00:50:00,24.86,54.03,14.74,Good
2024-01-01 00:51:00,19.3,60.0,14.91,Good
2024-01-01 00:52:00,27.38,47.86,20.0,Warning
2024-01-01 00:53:00,25.91,44.62,14.01,Good
2024-01-01 00:54:00,25.94,59.02,19.69,Warning
2024-01-01 00:55:00,29.19,50.68,10.92,Good
2024-01-01 00:56:00,30.95,60.0,15.62,Warning
2024-01-01 00:57:00,25.48,48.07,11.36,Good
2024-01-01 00:58:00,22.07,49.92,13.97,Good
2024-01-01 00:59:00,28.87,48.33,16.51,Critical
2024-01-01 01:00:00,24.84,46.96,11.75,Good
2024-01-01 01:01:00,22.65,60.0,20.0,Critical
2024-01-01 01:02:00,18.92,39.53,15.41,Critical
2024-01-01 01:03:00,25.64,60.0,12.73,Good
2024-01-01 01:04:00,28.31,56.14,15.22,Warning
2024-01-01 01:05:00,23.01,35.87,16.0,Warning
2024-01-01 01:06:00,24.6,27.81,16.4,Critical
2024-01-01 01:07:00,26.19,52.29,20.0,Warning
2024-01-01 01:08:00,25.25,42.86,19.02,Warning
2024-01-01 01:09:00,19.65,54.46,13.12,Good
2024-01-01 01:10:00,28.18,33.95,19.71,Critical
2024-01-01 01:11:00,26.41,48.84,14.5,Good
2024-01-01 01:12:00,31.34,54.2,10.42,Critical
2024-01-01 01:13:00,25.64,60.0,14.79,Good
2024-01-01 01:14:00,23.24,43.31,20.0,Warning
2024-01-01 01:15:00,23.27,31.96,10.43,Good
2024-01-01 01:16:00,26.97,40.67,10.82,Good
2024-01-01 01:17:00,23.59,60.0,18.07,Critical
2024-01-01 01:18:00,25.66,48.82,14.1,Good
2024-01-01 01:19:00,24.47,56.51,15.08,Critical
2024-01-01 01:20:00,17.98,59.0,14.05,Good
2024-01-01 01:21:00,27.22,54.18,14.64,Good
2024-01-01 01:22:00,27.22,59.16,9.64,Good
2024-01-01 01:23:00,27.72,36.91,14.02,Good
2024-01-01 01:24:00,22.75,56.05,16.79,Critical
2024-01-01 01:25:00,29.88,47.66,12.42,Good
2024-01-01 01:26:00,21.67,60.0,12.47,Good
2024-01-01 01:27:00,25.92,34.17,17.29,Warning
2024-01-01 01:28:00,30.11,37.42,13.55,Warning
2024-01-01 01:29:00,21.58,57.54,16.96,Warning
2024-01-01 01:30:00,23.71,60.0,15.67,Warning
2024-01-01 01:31:00,25.5,51.19,11.19,Good
2024-01-01 01:32:00,19.51,55.32,20.0,Critical
2024-01-01 01:33:00,29.87,46.92,14.67,Good
2024-01-01 01:34:00,23.03,54.44,11.48,Good
2024-01-01 01:35:00,22.59,39.77,20.0,Warning
2024-01-01 01:36:00,24.48,39.26,13.02,Good
2024-01-01 01:37:00,25.17,60.0,13.22,Good
2024-01-01 01:38:00,23.49,58.04,15.35,Critical
2024-01-01 01:39:00,26.16,31.37,10.83,Good
2024-01-01 01:40:00,24.58,60.0,10.27,Good
2024-01-01 01:41:00,31.02,51.53,11.17,Critical
2024-01-01 01:42:00,25.72,60.0,13.39,Good
2024-01-01 01:43:00,22.81,54.23,13.88,Good
2024-01-01 01:44:00,23.59,60.0,17.71,Warning
2024-01-01 01:45:00,28.9,60.0,17.08,Warning
2024-01-01 01:46:00,22.62,39.62,17.01,Warning
2024-01-01 01:47:00,19.49,40.41,19.25,Warning
2024-01-01 01:48:00,24.06,41.35,19.24,Critical
2024-01-01 01:49:00,26.34,54.66,13.39,Good
2024-01-01 01:50:00,20.95,47.73,12.17,Good
2024-01-01 01:51:00,30.42,56.98,17.43,Warning
2024-01-01 01:52:00,27.27,58.65,16.06,Warning
2024-01-01 01:53:00,31.16,38.93,16.43,Warning
2024-01-01 01:54:00,23.31,34.38,13.82,Good
2024-01-01 01:55:00,23.16,40.04,19.66,Warning
2024-01-01 01:56:00,22.48,39.93,11.11,Good
2024-01-01 01:57:00,25.2,60.0,16.09,Critical
2024-01-01 01:58:00,23.55,58.1,12.89,Good
2024-01-01 01:59:00,25.35,58.9,17.6,Critical
2024-01-01 02:00:00,24.14,37.71,13.93,Good
2024-01-01 02:01:00,25.64,60.0,13.16,Good
2024-01-01 02:02:00,25.48,50.97,19.49,Warning
2024-01-01 02:03:00,29.51,42.11,16.39,Warning
2024-01-01 02:04:00,29.0,58.13,11.76,Good
2024-01-01 02:05:00,24.11,49.26,14.78,Good
2024-01-01 02:06:00,21.47,56.06,10.99,Good
2024-01-01 02:07:00,23.64,51.67,16.71,Warning
2024-01-01 02:08:00,22.74,49.78,16.22,Warning
2024-01-01 02:09:00,29.99,58.67,15.44,Warning
2024-01-01 02:10:00,27.77,45.71,14.87,Good
2024-01-01 02:11:00,23.55,34.8,16.04,Warning
2024-01-01 02:12:00,28.4,41.09,18.73,Warning
2024-01-01 02:13:00,25.72,35.26,12.47,Good
2024-01-01 02:14:00,19.2,57.79,20.0,Warning
2024-01-01 02:15:00,23.12,53.52,11.47,Good
2024-01-01 02:16:00,23.21,57.84,18.88,Warning
2024-01-01 02:17:00,18.45,60.0,16.83,Warning
2024-01-01 02:18:00,25.28,60.0,15.75,Warning
2024-01-01 02:19:00,29.21,44.68,13.72,Good
2024-01-01 02:20:00,26.88,59.05,15.91,Warning
2024-01-01 02:21:00,25.83,57.69,19.63,Warning
2024-01-01 02:22:00,27.17,41.41,12.77,Good
2024-01-01 02:23:00,21.49,45.72,17.5,Critical
2024-01-01 02:24:00,26.26,41.73,16.46,Warning
2024-01-01 02:25:00,27.13,39.36,13.7,Good
2024-01-01 02:26:00,24.7,46.96,18.01,Warning
2024-01-01 02:27:00,23.39,60.0,20.0,Warning
2024-01-01 02:28:00,30.81,56.95,19.61,Warning
2024-01-01 02:29:00,29.25,41.38,11.36,Good
2024-01-01 02:30:00,22.51,52.65,10.68,Good
2024-01-01 02:31:00,29.76,46.99,12.4,Good
2024-01-01 02:32:00,23.63,50.91,13.38,Good
2024-01-01 02:33:00,20.69,60.0,17.6,Warning
2024-01-01 02:34:00,25.35,53.44,15.73,Critical
2024-01-01 02:35:00,24.41,60.0,12.11,Good
2024-01-01 02:36:00,24.9,50.95,15.4,Warning
2024-01-01 02:37:00,18.31,60.0,20.0,Warning
2024-01-01 02:38:00,27.83,59.35,15.81,Critical
2024-01-01 02:39:00,30.79,48.8,14.38,Warning
2024-01-01 02:40:00,25.1,57.42,13.34,Good
