Timestamp,Temperature(°C),Humidity(%),SoundLevel(dB),MachineHealth
2024-07-01 00:00:00,22.2,45.94,12.15,Good
2024-07-01 00:01:00,29.81,52.12,15.06,Warning
2024-07-01 00:02:00,30.25,41.92,12.8,Warning
2024-07-01 00:03:00,27.48,41.22,12.06,Good
2024-07-01 00:04:00,25.35,53.33,11.51,Good
2024-07-01 00:05:00,28.23,37.28,17.5,Warning
2024-07-01 00:06:00,23.46,49.87,14.8,Good
2024-07-01 00:07:00,24.65,43.62,13.34,Good
2024-07-01 00:08:00,26.5,50.68,14.81,Good
2024-07-01 00:09:00,25.81,45.93,19.42,Warning
2024-07-01 00:10:00,26.14,57.97,18.77,Warning
2024-07-01 00:11:00,22.6,56.42,16.16,Warning
2024-07-01 00:12:00,25.41,58.11,12.35,Good
2024-07-01 00:13:00,27.66,51.04,12.8,Good
2024-07-01 00:14:00,21.24,49.84,15.0,Good
2024-07-01 00:15:00,21.6,60.0,14.35,Good
2024-07-01 00:16:00,25.3,53.88,15.47,Warning
2024-07-01 00:17:00,29.17,55.27,17.42,Warning
2024-07-01 00:18:00,24.5,51.58,14.07,Good
2024-07-01 00:19:00,18.75,39.8,16.61,Warning
2024-07-01 00:20:00,23.35,36.71,14.87,Good
2024-07-01 00:21:00,28.16,42.1,11.06,Good
2024-07-01 00:22:00,26.45,60.0,14.13,Good
2024-07-01 00:23:00,27.18,60.0,18.06,Warning
2024-07-01 00:24:00,28.34,44.48,18.83,Warning
2024-07-01 00:25:00,24.98,48.36,14.34,Good
2024-07-01 00:26:00,25.77,35.48,18.4,Critical
2024-07-01 00:27:00,26.47,29.55,16.52,Warning
2024-07-01 00:28:00,26.64,46.03,15.2,Warning
2024-07-01 00:29:00,30.2,34.69,14.09,Warning
2024-07-01 00:30:00,25.02,60.0,14.46,Good
2024-07-01 00:31:00,22.91,58.52,16.29,Warning
2024-07-01 00:32:00,24.91,60.0,17.01,Critical
2024-07-01 00:33:00,28.67,43.96,20.0,Warning
2024-07-01 00:34:00,25.65,48.74,12.58,Good
2024-07-01 00:35:00,17.37,60.0,19.36,Critical
2024-07-01 00:36:00,26.72,60.0,19.43,Warning
2024-07-01 00:37:00,25.58,47.46,10.69,Good
2024-07-01 00:38:00,25.49,50.88,16.51,Critical
2024-07-01 00:39:00,24.29,60.0,17.46,Critical
2024-07-01 00:40:00,26.34,34.13,13.81,Good
2024-07-01 00:41:00,23.42,54.4,14.21,Good
2024-07-01 00:42:00,21.5,53.01,14.89,Good
2024-07-01 00:43:00,28.79,56.95,12.42,Good
2024-07-01 00:44:00,26.05,56.79,17.53,Critical
2024-07-01 00:45:00,21.04,40.88,16.68,Warning
2024-07-01 00:46:00,26.37,36.91,15.98,Warning
2024-07-01 00:47:00,25.44,59.84,16.08,Warning
2024-07-01 00:48:00,20.98,60.0,11.87,Good
2024-07-01 00:49:00,25.42,49.64,14.45,Good
2024-07-01 00:50:00,22.98,52.3,17.36,Warning
2024-07-01 00:51:00,23.11,60.0,14.45,Good
2024-07-01 00:52:00,26.55,54.14,15.65,Warning
2024-07-01 00:53:00,20.22,60.0,13.27,Good
2024-07-01 00:54:00,26.32,60.0,17.08,Warning
2024-07-01 00:55:00,24.49,60.0,17.21,Warning
2024-07-01 00:56:00,25.92,48.74,16.36,Warning
2024-07-01 00:57:00,21.83,60.0,12.78,Good
2024-07-01 00:58:00,17.56,46.44,17.26,Critical
2024-07-01 00:59:00,26.77,50.41,12.42,Good
2024-07-01 01:00:00,24.63,44.5,17.26,Warning
2024-07-01 01:01:00,24.0,52.37,10.12,Good
2024-07-01 01:02:00,28.56,60.0,16.23,Warning
2024-07-01 01:03:00,23.13,46.25,16.51,Critical
2024-07-01 01:04:00,25.15,50.01,11.91,Good
2024-07-01 01:05:00,26.35,57.54,16.58,Warning
2024-07-01 01:06:00,29.12,60.0,19.46,Warning
2024-07-01 01:07:00,28.77,48.63,11.79,Good
2024-07-01 01:08:00,30.94,49.99,15.27,Critical
2024-07-01 01:09:00,27.47,58.99,11.38,Good
2024-07-01 01:10:00,26.9,33.1,16.39,Warning
2024-07-01 01:11:00,24.1,50.0,14.52,Good
2024-07-01 01:12:00,25.77,55.14,15.95,Warning
2024-07-01 01:13:00,25.4,55.58,17.05,Critical
2024-07-01 01:14:00,24.36,60.0,14.81,Good
2024-07-01 01:15:00,24.23,53.58,11.55,Good
2024-07-01 01:16:00,24.03,55.92,16.58,Warning
2024-07-01 01:17:00,28.36,41.67,13.09,Good
2024-07-01 01:18:00,23.91,59.26,6.61,Good
2024-07-01 01:19:00,25.02,40.24,16.63,Critical
2024-07-01 01:20:00,18.7,46.25,17.57,Warning
2024-07-01 01:21:00,28.19,56.31,12.32,Good
2024-07-01 01:22:00,23.93,38.11,15.99,Warning
2024-07-01 01:23:00,20.25,60.0,13.56,Good
2024-07-01 01:24:00,23.93,60.0,13.49,Good
2024-07-01 01:25:00,23.28,53.53,13.04,Good
2024-07-01 01:26:00,28.51,55.1,15.21,Critical
2024-07-01 01:27:00,29.67,60.0,12.62,Good
2024-07-01 01:28:00,28.08,50.8,14.72,Good
2024-07-01 01:29:00,24.88,48.28,17.34,Warning
2024-07-01 01:30:00,23.44,36.96,12.27,Good
2024-07-01 01:31:00,28.32,48.54,13.65,Good
2024-07-01 01:32:00,29.55,43.16,13.68,Good
2024-07-01 01:33:00,27.84,32.54,16.32,Warning
2024-07-01 01:34:00,25.91,58.13,14.98,Good
2024-07-01 01:35:00,22.72,60.0,19.04,Warning
2024-07-01 01:36:00,20.06,59.27,17.87,Warning
2024-07-01 01:37:00,23.52,43.28,16.9,Warning
2024-07-01 01:38:00,26.16,56.83,15.17,Critical
