Timestamp,Temperature(°C),Humidity(%),SoundLevel(dB),MachineHealth
2024-03-01 00:00:00,18.75,56.83,13.76,Good
2024-03-01 00:01:00,32.8,58.78,12.06,Warning
2024-03-01 00:02:00,18.57,42.62,13.24,Good
2024-03-01 00:03:00,29.92,42.35,15.42,Critical
2024-03-01 00:04:00,19.3,43.15,15.18,Warning
2024-03-01 00:05:00,22.37,60.0,16.58,Warning
2024-03-01 00:06:00,20.12,60.0,14.74,Good
2024-03-01 00:07:00,28.03,54.79,15.67,Warning
2024-03-01 00:08:00,23.72,60.0,16.1,Warning
2024-03-01 00:09:00,24.79,51.92,17.89,Warning
2024-03-01 00:10:00,26.79,49.76,13.68,Good
2024-03-01 00:11:00,18.92,34.35,17.34,Warning
2024-03-01 00:12:00,23.45,50.74,13.88,Good
2024-03-01 00:13:00,27.03,47.21,12.87,Good
2024-03-01 00:14:00,25.7,42.09,19.97,Warning
2024-03-01 00:15:00,23.91,38.43,16.42,Warning
2024-03-01 00:16:00,25.71,41.97,9.87,Good
2024-03-01 00:17:00,23.17,55.77,7.7,Good
2024-03-01 00:18:00,23.08,51.49,15.5,Warning
2024-03-01 00:19:00,21.42,47.13,19.93,Warning
2024-03-01 00:20:00,23.33,38.62,20.0,Warning
2024-03-01 00:21:00,29.79,47.21,10.63,Good
2024-03-01 00:22:00,25.17,51.69,10.34,Good
2024-03-01 00:23:00,25.96,53.08,13.83,Good
2024-03-01 00:24:00,26.2,59.43,14.83,Good
2024-03-01 00:25:00,26.81,47.16,16.73,Critical
2024-03-01 00:26:00,24.56,43.54,8.57,Good
2024-03-01 00:27:00,26.01,50.71,18.85,Warning
2024-03-01 00:28:00,24.41,54.92,12.83,Good
2024-03-01 00:29:00,30.03,49.42,16.19,Critical
2024-03-01 00:30:00,24.71,60.0,13.57,Good
2024-03-01 00:31:00,30.74,45.31,15.08,Warning
2024-03-01 00:32:00,26.74,60.0,15.13,Warning
2024-03-01 00:33:00,26.16,46.28,12.44,Good
2024-03-01 00:34:00,20.05,60.0,15.14,Critical
2024-03-01 00:35:00,23.77,60.0,17.97,Warning
2024-03-01 00:36:00,26.68,56.66,15.05,Warning
2024-03-01 00:37:00,26.11,42.05,12.74,Good
2024-03-01 00:38:00,28.04,60.0,13.09,Good
2024-03-01 00:39:00,25.83,46.65,11.46,Good
2024-03-01 00:40:00,24.8,46.17,9.2,Good
2024-03-01 00:41:00,28.0,60.0,17.99,Warning
2024-03-01 00:42:00,25.58,52.07,12.74,Good
2024-03-01 00:43:00,20.91,60.0,17.05,Critical
2024-03-01 00:44:00,25.04,60.0,16.75,Critical
2024-03-01 00:45:00,24.18,44.3,19.96,Warning
2024-03-01 00:46:00,22.72,50.24,11.11,Good
2024-03-01 00:47:00,25.26,47.69,16.93,Warning
2024-03-01 00:48:00,15.77,46.29,14.84,Good
2024-03-01 00:49:00,24.78,44.62,13.17,Good
2024-03-01 00:50:00,26.97,56.85,13.04,Good
2024-03-01 00:51:00,21.03,35.53,16.15,Warning
2024-03-01 00:52:00,25.85,60.0,9.95,Good
2024-03-01 00:53:00,32.12,41.78,13.46,Warning
