Timestamp,Temperature(°C),Humidity(%),SoundLevel(dB),MachineHealth
2024-12-01 00:00:00,28.52,44.39,12.43,Good
2024-12-01 00:01:00,26.17,28.73,16.51,Critical
2024-12-01 00:02:00,28.68,53.71,16.46,Warning
2024-12-01 00:03:00,21.86,45.19,17.18,Warning
2024-12-01 00:04:00,32.39,42.04,15.47,Warning
2024-12-01 00:05:00,29.23,39.22,14.12,Good
2024-12-01 00:06:00,24.09,37.15,19.32,Warning
2024-12-01 00:07:00,23.93,50.73,13.1,Good
2024-12-01 00:08:00,24.17,38.65,12.71,Good
2024-12-01 00:09:00,24.64,52.03,12.83,Good
2024-12-01 00:10:00,25.08,60.0,13.71,Good
2024-12-01 00:11:00,28.75,49.98,14.81,Good
2024-12-01 00:12:00,26.8,44.63,16.29,Warning
2024-12-01 00:13:00,19.62,60.0,12.6,Good
2024-12-01 00:14:00,19.51,56.52,14.74,Good
2024-12-01 00:15:00,19.93,41.14,11.12,Good
2024-12-01 00:16:00,26.22,52.56,16.3,Warning
2024-12-01 00:17:00,28.12,43.08,14.62,Good
2024-12-01 00:18:00,23.95,38.95,14.58,Good
2024-12-01 00:19:00,23.01,60.0,12.84,Good
2024-12-01 00:20:00,24.97,35.43,16.18,Warning
2024-12-01 00:21:00,26.83,48.76,13.78,Good
2024-12-01 00:22:00,31.01,43.37,11.21,Warning
2024-12-01 00:23:00,25.34,60.0,17.12,Warning
2024-12-01 00:24:00,25.7,60.0,14.67,Good
2024-12-01 00:25:00,26.03,56.22,11.9,Good
2024-12-01 00:26:00,27.6,50.59,15.49,Warning
2024-12-01 00:27:00,22.46,54.25,11.23,Good
2024-12-01 00:28:00,25.42,57.88,16.15,Critical
2024-12-01 00:29:00,23.89,57.24,12.0,Good
2024-12-01 00:30:00,20.88,54.05,18.6,Critical
2024-12-01 00:31:00,21.6,44.82,11.24,Good
2024-12-01 00:32:00,21.61,55.35,18.31,Warning
2024-12-01 00:33:00,23.26,50.21,20.0,Critical
2024-12-01 00:34:00,27.92,52.66,13.29,Good
2024-12-01 00:35:00,23.01,47.18,12.2,Good
2024-12-01 00:36:00,27.28,45.15,13.4,Good
2024-12-01 00:37:00,27.99,60.0,13.36,Good
2024-12-01 00:38:00,24.52,43.94,16.39,Warning
2024-12-01 00:39:00,24.13,18.85,13.12,Good
2024-12-01 00:40:00,27.87,60.0,15.79,Warning
2024-12-01 00:41:00,20.5,37.7,18.38,Warning
2024-12-01 00:42:00,28.52,51.09,16.13,Warning
2024-12-01 00:43:00,33.16,50.27,12.29,Warning
2024-12-01 00:44:00,26.74,36.65,12.01,Good
2024-12-01 00:45:00,25.43,39.35,13.02,Good
2024-12-01 00:46:00,21.08,57.51,17.61,Warning
2024-12-01 00:47:00,27.16,54.15,17.46,Warning
2024-12-01 00:48:00,20.56,53.69,14.15,Good
2024-12-01 00:49:00,24.03,60.0,11.8,Good
2024-12-01 00:50:00,26.05,47.78,16.64,Warning
2024-12-01 00:51:00,26.27,43.08,11.58,Good
2024-12-01 00:52:00,20.18,34.82,20.0,Warning
2024-12-01 00:53:00,27.16,60.0,15.63,Warning
2024-12-01 00:54:00,25.76,50.13,14.91,Good
2024-12-01 00:55:00,21.38,60.0,13.89,Good
2024-12-01 00:56:00,23.71,42.75,19.7,Warning
2024-12-01 00:57:00,21.51,32.8,14.24,Good
2024-12-01 00:58:00,20.98,45.41,13.97,Good
2024-12-01 00:59:00,25.03,50.7,16.39,Warning
2024-12-01 01:00:00,24.87,45.92,15.36,Critical
2024-12-01 01:01:00,23.19,56.67,14.16,Good
2024-12-01 01:02:00,26.52,46.76,14.78,Good
2024-12-01 01:03:00,28.39,51.84,13.77,Good
2024-12-01 01:04:00,26.18,30.79,17.94,Critical
2024-12-01 01:05:00,21.74,48.96,15.66,Critical
2024-12-01 01:06:00,24.7,53.85,15.5,Warning
2024-12-01 01:07:00,25.55,46.57,12.55,Good
2024-12-01 01:08:00,17.45,44.98,11.03,Good
2024-12-01 01:09:00,25.47,60.0,7.41,Good
2024-12-01 01:10:00,23.42,44.28,10.53,Good
2024-12-01 01:11:00,27.53,57.23,13.47,Good
2024-12-01 01:12:00,25.68,40.47,17.72,Warning
2024-12-01 01:13:00,29.65,40.87,15.54,Warning
2024-12-01 01:14:00,23.69,39.45,16.99,Warning
2024-12-01 01:15:00,25.15,38.72,18.51,Warning
2024-12-01 01:16:00,25.19,49.17,14.4,Good
2024-12-01 01:17:00,30.29,48.88,16.5,Warning
2024-12-01 01:18:00,26.45,59.44,17.75,Warning
2024-12-01 01:19:00,25.5,44.88,17.85,Warning
2024-12-01 01:20:00,22.13,47.84,15.26,Warning
2024-12-01 01:21:00,23.85,59.92,13.49,Good
2024-12-01 01:22:00,27.77,60.0,20.0,Warning
2024-12-01 01:23:00,31.02,58.14,19.16,Warning
2024-12-01 01:24:00,28.89,34.61,18.35,Warning
2024-12-01 01:25:00,23.43,53.31,13.53,Good
2024-12-01 01:26:00,30.11,59.9,10.31,Warning
2024-12-01 01:27:00,26.02,58.4,20.0,Warning
2024-12-01 01:28:00,21.94,48.2,17.34,Critical
2024-12-01 01:29:00,27.03,57.28,15.36,Critical
2024-12-01 01:30:00,26.21,59.15,16.01,Warning
2024-12-01 01:31:00,27.55,46.23,13.77,Good
2024-12-01 01:32:00,23.99,36.69,16.65,Warning
2024-12-01 01:33:00,26.42,43.19,16.59,Warning
2024-12-01 01:34:00,22.49,41.17,9.95,Good
2024-12-01 01:35:00,27.14,48.31,13.93,Good
2024-12-01 01:36:00,21.11,60.0,12.54,Good
2024-12-01 01:37:00,29.98,45.07,19.69,Warning
2024-12-01 01:38:00,30.68,58.24,13.5,Warning
2024-12-01 01:39:00,26.89,46.37,12.19,Good
