Timestamp,Temperature(°C),Humidity(%),SoundLevel(dB),MachineHealth
2024-02-01 00:00:00,26.62,34.41,14.18,Good
2024-02-01 00:01:00,26.09,56.79,16.62,Warning
2024-02-01 00:02:00,23.87,55.26,12.52,Good
2024-02-01 00:03:00,26.97,48.79,13.02,Good
2024-02-01 00:04:00,29.11,41.47,20.0,Critical
2024-02-01 00:05:00,23.25,60.0,15.98,Warning
2024-02-01 00:06:00,27.22,60.0,18.54,Warning
2024-02-01 00:07:00,26.24,42.06,20.0,Warning
2024-02-01 00:08:00,26.83,49.62,9.31,Good
2024-02-01 00:09:00,25.35,31.5,13.85,Good
2024-02-01 00:10:00,20.07,33.21,16.59,Critical
2024-02-01 00:11:00,27.67,41.87,12.47,Good
2024-02-01 00:12:00,27.29,50.91,9.63,Good
2024-02-01 00:13:00,28.55,50.94,12.62,Good
2024-02-01 00:14:00,27.97,48.1,15.88,Warning
2024-02-01 00:15:00,24.44,35.83,16.65,Warning
2024-02-01 00:16:00,26.82,49.47,10.88,Good
2024-02-01 00:17:00,24.5,44.27,18.67,Warning
2024-02-01 00:18:00,19.9,53.5,12.48,Good
2024-02-01 00:19:00,29.52,44.85,16.0,Critical
2024-02-01 00:20:00,23.68,58.57,13.2,Good
2024-02-01 00:21:00,20.47,42.54,16.13,Warning
2024-02-01 00:22:00,25.37,53.05,19.74,Warning
2024-02-01 00:23:00,29.45,41.02,16.5,Warning
2024-02-01 00:24:00,25.03,39.07,12.68,Good
2024-02-01 00:25:00,20.45,33.67,19.09,Critical
2024-02-01 00:26:00,24.08,47.83,13.83,Good
2024-02-01 00:27:00,24.66,60.0,9.85,Good
2024-02-01 00:28:00,22.21,37.22,12.15,Good
2024-02-01 00:29:00,23.61,60.0,14.78,Good
2024-02-01 00:30:00,23.25,58.98,12.49,Good
2024-02-01 00:31:00,24.88,47.97,19.19,Critical
2024-02-01 00:32:00,23.93,51.73,14.44,Good
2024-02-01 00:33:00,23.8,34.79,19.0,Warning
2024-02-01 00:34:00,27.43,43.79,13.3,Good
2024-02-01 00:35:00,26.52,45.58,17.03,Critical
2024-02-01 00:36:00,23.76,53.25,9.26,Good
2024-02-01 00:37:00,26.77,49.21,15.29,Critical
2024-02-01 00:38:00,25.94,43.15,12.41,Good
2024-02-01 00:39:00,24.04,58.87,16.15,Warning
2024-02-01 00:40:00,25.08,45.96,18.34,Warning
2024-02-01 00:41:00,25.15,56.21,16.62,Critical
2024-02-01 00:42:00,30.65,54.09,20.0,Critical
2024-02-01 00:43:00,27.87,60.0,12.27,Good
2024-02-01 00:44:00,24.0,55.2,12.49,Good
2024-02-01 00:45:00,27.33,57.72,10.49,Good
2024-02-01 00:46:00,25.01,48.91,17.98,Warning
2024-02-01 00:47:00,20.08,53.45,17.94,Warning
2024-02-01 00:48:00,28.11,55.33,15.01,Warning
2024-02-01 00:49:00,25.43,45.52,15.66,Warning
2024-02-01 00:50:00,27.1,60.0,14.71,Good
2024-02-01 00:51:00,25.22,38.53,20.0,Warning
2024-02-01 00:52:00,23.7,55.57,18.52,Critical
2024-02-01 00:53:00,25.05,51.52,14.49,Good
2024-02-01 00:54:00,28.81,48.78,18.2,Critical
2024-02-01 00:55:00,21.1,56.55,20.0,Warning
2024-02-01 00:56:00,27.11,51.98,11.29,Good
2024-02-01 00:57:00,24.78,41.4,11.12,Good
2024-02-01 00:58:00,20.62,39.78,20.0,Warning
2024-02-01 00:59:00,22.17,47.81,16.78,Warning
2024-02-01 01:00:00,31.26,59.08,14.82,Critical
2024-02-01 01:01:00,21.13,42.73,12.57,Good
2024-02-01 01:02:00,26.76,40.75,12.6,Good
2024-02-01 01:03:00,19.9,28.79,11.4,Good
2024-02-01 01:04:00,25.7,60.0,13.14,Good
2024-02-01 01:05:00,21.44,51.48,13.98,Good
2024-02-01 01:06:00,20.76,52.93,16.5,Warning
2024-02-01 01:07:00,22.95,45.05,13.92,Good
2024-02-01 01:08:00,18.65,54.68,16.37,Warning
2024-02-01 01:09:00,27.21,44.91,18.3,Warning
2024-02-01 01:10:00,26.36,28.7,18.59,Warning
2024-02-01 01:11:00,28.86,41.44,19.46,Critical
2024-02-01 01:12:00,21.1,56.41,13.62,Good
2024-02-01 01:13:00,26.04,57.57,17.39,Warning
2024-02-01 01:14:00,19.11,42.1,12.03,Good
2024-02-01 01:15:00,26.96,46.04,16.79,Warning
2024-02-01 01:16:00,23.38,60.0,17.43,Warning
2024-02-01 01:17:00,24.28,42.18,13.64,Good
2024-02-01 01:18:00,21.5,28.91,12.46,Good
2024-02-01 01:19:00,26.29,39.92,14.43,Good
2024-02-01 01:20:00,27.97,55.02,17.13,Warning
2024-02-01 01:21:00,32.6,60.0,15.12,Warning
2024-02-01 01:22:00,29.34,52.24,12.96,Good
2024-02-01 01:23:00,23.83,59.51,19.48,Warning
2024-02-01 01:24:00,23.4,41.66,18.05,Warning
2024-02-01 01:25:00,27.68,52.27,6.9,Good
2024-02-01 01:26:00,26.13,53.39,20.0,Warning
2024-02-01 01:27:00,28.3,36.18,13.08,Good
2024-02-01 01:28:00,28.28,44.56,11.18,Good
2024-02-01 01:29:00,21.85,55.01,16.5,Warning
2024-02-01 01:30:00,32.39,38.67,14.8,Critical
2024-02-01 01:31:00,31.08,53.63,13.01,Critical
2024-02-01 01:32:00,26.95,54.28,16.44,Warning
2024-02-01 01:33:00,24.5,35.5,13.28,Good
2024-02-01 01:34:00,24.32,59.84,12.98,Good
