Timestamp,Temperature(°C),Humidity(%),SoundLevel(dB),MachineHealth
2024-06-01 00:00:00,24.26,60.0,15.61,Warning
2024-06-01 00:01:00,23.26,33.85,15.95,Critical
2024-06-01 00:02:00,18.87,56.92,11.43,Good
2024-06-01 00:03:00,25.95,50.49,17.67,Warning
2024-06-01 00:04:00,27.88,49.47,14.16,Good
2024-06-01 00:05:00,28.51,60.0,15.44,Critical
2024-06-01 00:06:00,24.7,60.0,15.94,Warning
2024-06-01 00:07:00,30.6,55.37,14.87,Warning
2024-06-01 00:08:00,23.13,60.0,12.91,Good
2024-06-01 00:09:00,25.63,56.47,15.06,Warning
2024-06-01 00:10:00,31.89,22.42,17.88,Warning
2024-06-01 00:11:00,24.56,60.0,13.47,Good
2024-06-01 00:12:00,29.46,47.11,16.97,Warning
2024-06-01 00:13:00,22.62,60.0,14.38,Good
2024-06-01 00:14:00,25.86,44.72,19.08,Warning
2024-06-01 00:15:00,26.42,24.43,16.57,Warning
2024-06-01 00:16:00,25.17,51.44,16.29,Critical
2024-06-01 00:17:00,25.95,48.16,12.35,Good
2024-06-01 00:18:00,21.74,40.03,16.58,Warning
2024-06-01 00:19:00,22.73,52.64,13.06,Good
2024-06-01 00:20:00,24.46,60.0,14.72,Good
2024-06-01 00:21:00,19.39,56.02,12.62,Good
2024-06-01 00:22:00,23.56,57.5,13.66,Good
2024-06-01 00:23:00,23.08,60.0,11.66,Good
2024-06-01 00:24:00,25.78,52.88,11.06,Good
2024-06-01 00:25:00,26.18,50.98,16.88,Warning
2024-06-01 00:26:00,25.18,50.7,18.03,Warning
2024-06-01 00:27:00,24.32,47.0,15.37,Warning
2024-06-01 00:28:00,25.66,59.67,10.44,Good
2024-06-01 00:29:00,23.5,40.54,15.52,Critical
2024-06-01 00:30:00,23.37,44.45,15.65,Warning
2024-06-01 00:31:00,27.33,45.29,12.21,Good
2024-06-01 00:32:00,22.78,59.74,12.93,Good
2024-06-01 00:33:00,21.98,48.82,10.7,Good
2024-06-01 00:34:00,24.04,57.44,15.75,Critical
2024-06-01 00:35:00,32.55,55.26,15.61,Critical
2024-06-01 00:36:00,27.66,58.39,14.5,Good
2024-06-01 00:37:00,26.01,34.2,11.16,Good
2024-06-01 00:38:00,25.75,45.42,16.4,Warning
2024-06-01 00:39:00,21.7,35.98,14.01,Good
2024-06-01 00:40:00,24.93,57.65,13.45,Good
2024-06-01 00:41:00,25.98,40.93,12.07,Good
2024-06-01 00:42:00,27.8,60.0,12.46,Good
2024-06-01 00:43:00,22.89,33.35,13.95,Good
2024-06-01 00:44:00,26.41,40.94,20.0,Warning
2024-06-01 00:45:00,24.05,51.91,10.31,Good
2024-06-01 00:46:00,24.51,50.65,17.38,Warning
